p_recall,timestamp,time_elapsed,user_id,item_id,history_seen,history_correct,exponential
0.75,1190290286,527,5,369,5,3,2.44
0.75,1190290962,676,5,369,6,4,2.952
0.75,1190291968,1006,5,369,7,5,3.3616
0.75,1190293281,1313,5,369,8,6,3.68928
0.75,1190295077,1796,5,369,9,7,3.951424
0.75,1190297524,2447,5,369,10,8,4.1611392
0.75,1190289456,98,5,370,2,1,1.0
0.75,1190289705,249,5,370,3,2,1.8
0.25,1190290246,541,5,370,4,3,2.44
0.75,1190290272,26,5,370,5,3,1.952
0.25,1190290887,615,5,370,6,4,2.5616
0.75,1190290905,18,5,370,7,4,2.04928
0.75,1190291853,948,5,370,8,5,2.639424
0.75,1190292961,1108,5,370,9,6,3.1115392
0.75,1190294507,1546,5,370,10,7,3.48923136
0.75,1190297261,2754,5,370,11,8,3.791385088
0.25,1190290784,1029,5,371,2,2,1.8
0.75,1190290815,31,5,371,3,2,1.44
0.75,1190291844,1029,5,371,4,3,2.152
0.75,1190293278,1434,5,371,5,4,2.7216
0.75,1190295420,2142,5,371,6,5,3.17728
0.75,1190297759,2339,5,371,7,6,3.541824
0.75,1190290808,1036,5,372,2,2,1.8
0.75,1190291837,1029,5,372,3,3,2.44
0.75,1190293270,1433,5,372,4,4,2.952
0.75,1190295413,2143,5,372,5,5,3.3616
0.75,1190297751,2338,5,372,6,6,3.68928
0.75,1190289499,86,5,373,2,1,1.0
0.75,1190289716,217,5,373,3,2,1.8
0.75,1190290211,495,5,373,4,3,2.44
0.75,1190290838,627,5,373,5,4,2.952
0.75,1190291706,868,5,373,6,5,3.3616
0.75,1190292699,993,5,373,7,6,3.68928
0.75,1190294133,1434,5,373,8,7,3.951424
0.25,1190296634,2501,5,373,9,8,4.1611392
0.75,1190296658,24,5,373,10,8,3.32891136
0.75,1190289523,102,5,374,2,1,1.0
0.75,1190289723,200,5,374,3,2,1.8
0.25,1190290226,503,5,374,4,3,2.44
0.25,1190290258,32,5,374,5,3,1.952
0.75,1190290276,18,5,374,6,3,1.5616
0.75,1190290862,586,5,374,7,4,2.24928
0.75,1190291678,816,5,374,8,5,2.799424
0.75,1190292679,1001,5,374,9,6,3.2395392
0.75,1190294118,1439,5,374,10,7,3.59163136
0.75,1190296594,2476,5,374,11,8,3.873305088
0.75,1190289533,101,5,375,2,1,1.0
0.75,1190289744,211,5,375,3,2,1.8
0.75,1190290126,382,5,375,4,3,2.44
0.75,1190290760,634,5,375,5,4,2.952
0.75,1190291588,828,5,375,6,5,3.3616
0.75,1190292641,1053,5,375,7,6,3.68928
0.75,1190294003,1362,5,375,8,7,3.951424
0.75,1190296534,2531,5,375,9,8,4.1611392
0.25,1190290804,1020,5,376,2,2,1.8
0.75,1190290821,17,5,376,3,2,1.44
0.75,1190291821,1000,5,376,4,3,2.152
0.75,1190293150,1329,5,376,5,4,2.7216
0.75,1190295334,2184,5,376,6,5,3.17728
0.75,1190297725,2391,5,376,7,6,3.541824
0.75,1190289557,83,5,377,2,1,1.0
0.75,1190289749,192,5,377,3,2,1.8
0.75,1190290214,465,5,377,4,3,2.44
0.75,1190290825,611,5,377,5,4,2.952
0.75,1190291671,846,5,377,6,5,3.3616
0.75,1190292673,1002,5,377,7,6,3.68928
0.75,1190294108,1435,5,377,8,7,3.951424
0.75,1190296589,2481,5,377,9,8,4.1611392
0.75,1190289621,106,5,378,2,1,1.0
0.75,1190289849,228,5,378,3,2,1.8
0.75,1190290290,441,5,378,4,3,2.44
0.75,1190290935,645,5,378,5,4,2.952
0.75,1190291858,923,5,378,6,5,3.3616
0.75,1190292940,1082,5,378,7,6,3.68928
0.75,1190294421,1481,5,378,8,7,3.951424
0.75,1190297226,2805,5,378,9,8,4.1611392
0.75,1190289679,141,5,379,2,1,1.0
0.75,1190289924,245,5,379,3,2,1.8
0.25,1190290353,429,5,379,4,3,2.44
0.25,1190290372,19,5,379,5,3,1.952
0.25,1190290408,36,5,379,6,3,1.5616
0.25,1190290612,204,5,379,7,3,1.24928
0.25,1190290643,31,5,379,8,3,0.999424
0.75,1190290657,14,5,379,9,3,0.7995392
0.25,1190291260,603,5,379,10,4,1.63963136
0.75,1190291295,35,5,379,11,4,1.311705088
0.75,1190292230,935,5,379,12,5,2.0493640704
0.75,1190293418,1188,5,379,13,6,2.63949125632
0.75,1190295129,1711,5,379,14,7,3.11159300506
0.75,1190297509,2380,5,379,15,8,3.48927440404
0.75,1190289696,151,5,380,2,1,1.0
0.75,1190289962,266,5,380,3,2,1.8
0.25,1190290633,671,5,380,4,3,2.44
0.75,1190290653,20,5,380,5,3,1.952
0.25,1190291311,658,5,380,6,4,2.5616
0.75,1190291336,25,5,380,7,4,2.04928
0.25,1190292240,904,5,380,8,5,2.639424
0.25,1190292257,17,5,380,9,5,2.1115392
0.75,1190292287,30,5,380,10,5,1.68923136
0.75,1190293305,1018,5,380,11,6,2.351385088
0.75,1190295136,1831,5,380,12,7,2.8811080704
0.75,1190297520,2384,5,380,13,8,3.30488645632
0.75,1190289727,109,5,381,2,1,1.0
0.75,1190289984,257,5,381,3,2,1.8
0.75,1190290660,676,5,381,4,3,2.44
0.75,1190291313,653,5,381,5,4,2.952
0.75,1190292233,920,5,381,6,5,3.3616
0.75,1190293405,1172,5,381,7,6,3.68928
0.75,1190295341,1936,5,381,8,7,3.951424
0.75,1190297574,2233,5,381,9,8,4.1611392
0.75,1190289714,119,5,382,2,1,1.0
0.75,1190289955,241,5,382,3,2,1.8
0.75,1190290365,410,5,382,4,3,2.44
0.75,1190290990,625,5,382,5,4,2.952
0.75,1190291909,919,5,382,6,5,3.3616
0.75,1190292995,1086,5,382,7,6,3.68928
0.75,1190294433,1438,5,382,8,7,3.951424
0.75,1190297006,2573,5,382,9,8,4.1611392
0.75,1190291012,732,5,383,2,2,1.8
0.75,1190292060,1048,5,383,3,3,2.44
0.75,1190293307,1247,5,383,4,4,2.952
0.75,1190295578,2271,5,383,5,5,3.3616
0.75,1190297820,2242,5,383,6,6,3.68928
0.75,1190289667,25,5,384,2,0,0.0
0.75,1190289789,122,5,384,3,1,1.0
0.75,1190290178,389,5,384,4,2,1.8
0.25,1190290686,508,5,384,5,3,2.44
0.75,1190290702,16,5,384,6,3,1.952
0.25,1190291353,651,5,384,7,4,2.5616
0.75,1190291377,24,5,384,8,4,2.04928
0.75,1190292297,920,5,384,9,5,2.639424
0.75,1190293498,1201,5,384,10,6,3.1115392
0.75,1190295408,1910,5,384,11,7,3.48923136
0.75,1190297607,2199,5,384,12,8,3.791385088
0.75,1190289767,118,5,385,2,1,1.0
0.75,1190290072,305,5,385,3,2,1.8
0.75,1190290693,621,5,385,4,3,2.44
0.75,1190291365,672,5,385,5,4,2.952
0.75,1190292301,936,5,385,6,5,3.3616
0.75,1190293502,1201,5,385,7,6,3.68928
0.75,1190295388,1886,5,385,8,7,3.951424
0.75,1190297587,2199,5,385,9,8,4.1611392
0.75,1190289686,26,5,386,2,0,0.0
0.75,1190289842,156,5,386,3,1,1.0
0.75,1190290206,364,5,386,4,2,1.8
0.25,1190290677,471,5,386,5,3,2.44
0.75,1190290697,20,5,386,6,3,1.952
0.75,1190291325,628,5,386,7,4,2.5616
0.75,1190292219,894,5,386,8,5,3.04928
0.75,1190293362,1143,5,386,9,6,3.439424
0.75,1190295318,1956,5,386,10,7,3.7515392
0.75,1190297553,2235,5,386,11,8,4.00123136
0.75,1190289970,124,5,387,2,1,1.0
0.75,1190290267,297,5,387,3,2,1.8
0.75,1190290774,507,5,387,4,3,2.44
0.25,1190291459,685,5,387,5,4,2.952
0.75,1190291475,16,5,387,6,4,2.3616
0.75,1190292466,991,5,387,7,5,2.88928
0.75,1190293623,1157,5,387,8,6,3.311424
0.75,1190295526,1903,5,387,9,7,3.6491392
0.75,1190297645,2119,5,387,10,8,3.91931136
0.75,1190289884,33,5,388,2,0,0.0
0.75,1190290035,151,5,388,3,1,1.0
0.25,1190290357,322,5,388,4,2,1.8
0.25,1190290375,18,5,388,5,2,1.44
0.75,1190290412,37,5,388,6,2,1.152
0.75,1190290921,509,5,388,7,3,1.9216
0.75,1190291704,783,5,388,8,4,2.53728
0.75,1190292650,946,5,388,9,5,3.029824
0.75,1190293993,1343,5,388,10,6,3.4238592
0.75,1190296477,2484,5,388,11,7,3.73908736
0.75,1190290066,148,5,389,2,1,1.0
0.25,1190290390,324,5,389,3,2,1.8
0.25,1190290435,45,5,389,4,2,1.44
0.25,1190290482,47,5,389,5,2,1.152
0.25,1190290518,36,5,389,6,2,0.9216
0.25,1190290575,57,5,389,7,2,0.73728
0.25,1190290593,18,5,389,8,2,0.589824
0.75,1190290618,25,5,389,9,2,0.4718592
0.25,1190291170,552,5,389,10,3,1.37748736
0.75,1190291212,42,5,389,11,3,1.101989888
0.25,1190291963,751,5,389,12,4,1.8815919104
0.75,1190292037,74,5,389,13,4,1.50527352832
0.75,1190293101,1064,5,389,14,5,2.20421882266
0.25,1190294249,1148,5,389,15,6,2.76337505812
0.75,1190294305,56,5,389,16,6,2.2107000465
0.25,1190296519,2214,5,389,17,7,2.7685600372
0.75,1190296529,10,5,389,18,7,2.21484802976
0.75,1190290105,177,5,390,2,1,1.0
0.25,1190290500,395,5,390,3,2,1.8
0.75,1190290596,96,5,390,4,2,1.44
0.75,1190291163,567,5,390,5,3,2.152
0.75,1190292054,891,5,390,6,4,2.7216
0.75,1190293221,1167,5,390,7,5,3.17728
0.75,1190294847,1626,5,390,8,6,3.541824
0.75,1190297305,2458,5,390,9,7,3.8334592
0.75,1190291392,728,5,391,2,2,1.8
0.75,1190292476,1084,5,391,3,3,2.44
0.75,1190293793,1317,5,391,4,4,2.952
0.75,1190296716,2923,5,391,5,5,3.3616
0.75,1190290151,199,5,392,2,1,1.0
0.75,1190290323,172,5,392,3,2,1.8
0.25,1190290718,395,5,392,4,3,2.44
0.75,1190290733,15,5,392,5,3,1.952
0.75,1190291301,568,5,392,6,4,2.5616
0.75,1190292170,869,5,392,7,5,3.04928
0.75,1190293287,1117,5,392,8,6,3.439424
0.75,1190295074,1787,5,392,9,7,3.7515392
0.75,1190297432,2358,5,392,10,8,4.00123136
0.75,1190290115,148,5,393,2,1,1.0
0.25,1190290463,348,5,393,3,2,1.8
0.25,1190290511,48,5,393,4,2,1.44
0.25,1190290547,36,5,393,5,2,1.152
0.75,1190290583,36,5,393,6,2,0.9216
0.75,1190291101,518,5,393,7,3,1.73728
0.75,1190291928,827,5,393,8,4,2.389824
0.25,1190292929,1001,5,393,9,5,2.9118592
0.75,1190292946,17,5,393,10,5,2.32948736
0.75,1190294371,1425,5,393,11,6,2.863589888
0.75,1190296783,2412,5,393,12,7,3.2908719104
0.75,1190290737,12,5,394,2,1,0.8
0.25,1190291410,673,5,394,3,2,1.64
0.75,1190291437,27,5,394,4,2,1.312
0.75,1190292495,1058,5,394,5,3,2.0496
0.75,1190293738,1243,5,394,6,4,2.63968
0.75,1190296618,2880,5,394,7,5,3.111744
0.75,1190291396,667,5,395,2,2,1.8
0.75,1190292480,1084,5,395,3,3,2.44
0.75,1190293790,1310,5,395,4,4,2.952
0.75,1190296684,2894,5,395,5,5,3.3616
0.75,1190290229,170,5,396,2,1,1.0
0.75,1190290647,418,5,396,3,2,1.8
0.75,1190291232,585,5,396,4,3,2.44
0.75,1190292057,825,5,396,5,4,2.952
0.75,1190293243,1186,5,396,6,5,3.3616
0.75,1190294844,1601,5,396,7,6,3.68928
0.75,1190297291,2447,5,396,8,7,3.951424
0.75,1190290155,99,5,397,2,1,1.0
0.75,1190290440,285,5,397,3,2,1.8
0.75,1190290908,468,5,397,4,3,2.44
0.25,1190291620,712,5,397,5,4,2.952
0.25,1190291659,39,5,397,6,4,2.3616
0.75,1190291674,15,5,397,7,4,1.88928
0.75,1190292625,951,5,397,8,5,2.511424
0.75,1190293796,1171,5,397,9,6,3.0091392
0.75,1190295751,1955,5,397,10,7,3.40731136
0.75,1190297708,1957,5,397,11,8,3.725849088
0.75,1190290767,24,5,398,2,1,0.8
0.75,1190291424,657,5,398,3,2,1.64
0.75,1190292337,913,5,398,4,3,2.312
0.75,1190293487,1150,5,398,5,4,2.8496
0.25,1190295788,2301,5,398,6,5,3.27968
0.75,1190295905,117,5,398,7,5,2.623744
0.75,1190290185,89,5,399,2,1,1.0
0.25,1190290537,352,5,399,3,2,1.8
0.25,1190290566,29,5,399,4,2,1.44
0.75,1190290587,21,5,399,5,2,1.152
0.75,1190291095,508,5,399,6,3,1.9216
0.75,1190291884,789,5,399,7,4,2.53728
0.75,1190292770,886,5,399,8,5,3.029824
0.75,1190294114,1344,5,399,9,6,3.4238592
0.75,1190296554,2440,5,399,10,7,3.73908736
0.75,1190291075,205,5,400,2,1,1.0
0.25,1190291385,310,5,400,3,2,1.8
0.25,1190291403,18,5,400,4,2,1.44
0.75,1190291429,26,5,400,5,2,1.152
0.75,1190292048,619,5,400,6,3,1.9216
0.75,1190292838,790,5,400,7,4,2.53728
0.75,1190293613,775,5,400,8,5,3.029824
0.75,1190295279,1666,5,400,9,6,3.4238592
0.75,1190297219,1940,5,400,10,7,3.73908736
0.25,1190291062,187,5,401,2,1,1.0
0.75,1190291090,28,5,401,3,1,0.8
0.75,1190291455,365,5,401,4,2,1.64
0.75,1190292067,612,5,401,5,3,2.312
0.75,1190292863,796,5,401,6,4,2.8496
0.75,1190293728,865,5,401,7,5,3.27968
0.75,1190295350,1622,5,401,8,6,3.623744
0.75,1190297478,2128,5,401,9,7,3.8989952
0.75,1190292051,759,5,402,2,2,1.8
0.75,1190292991,940,5,402,3,3,2.44
0.75,1190294400,1409,5,402,4,4,2.952
0.75,1190297307,2907,5,402,5,5,3.3616
0.75,1190291132,204,5,403,2,1,1.0
0.25,1190291496,364,5,403,3,2,1.8
0.75,1190291539,43,5,403,4,2,1.44
0.75,1190292128,589,5,403,5,3,2.152
0.75,1190292937,809,5,403,6,4,2.7216
0.75,1190294089,1152,5,403,7,5,3.17728
0.75,1190295886,1797,5,403,8,6,3.541824
0.25,1190297687,1801,5,403,9,7,3.8334592
0.75,1190297704,17,5,403,10,7,3.06676736
0.25,1190291120,188,5,404,2,1,1.0
0.75,1190291154,34,5,404,3,1,0.8
0.75,1190291532,378,5,404,4,2,1.64
0.75,1190292160,628,5,404,5,3,2.312
0.75,1190292980,820,5,404,6,4,2.8496
0.75,1190294123,1143,5,404,7,5,3.27968
0.75,1190295951,1828,5,404,8,6,3.623744
0.75,1190297739,1788,5,404,9,7,3.8989952
0.75,1190291160,201,5,405,2,1,1.0
0.75,1190291552,392,5,405,3,2,1.8
0.75,1190292089,537,5,405,4,3,2.44
0.75,1190292883,794,5,405,5,4,2.952
0.75,1190293710,827,5,405,6,5,3.3616
0.75,1190294946,1236,5,405,7,6,3.68928
0.75,1190297222,2276,5,405,8,7,3.951424
0.75,1190291190,214,5,406,2,1,1.0
0.75,1190291574,384,5,406,3,2,1.8
0.75,1190292180,606,5,406,4,3,2.44
0.75,1190293011,831,5,406,5,4,2.952
0.75,1190293977,966,5,406,6,5,3.3616
0.75,1190295701,1724,5,406,7,6,3.68928
0.75,1190297628,1927,5,406,8,7,3.951424
0.75,1190291216,228,5,407,2,1,1.0
0.75,1190291595,379,5,407,3,2,1.8
0.75,1190292201,606,5,407,4,3,2.44
0.75,1190293083,882,5,407,5,4,2.952
0.75,1190294226,1143,5,407,6,5,3.3616
0.75,1190296405,2179,5,407,7,6,3.68928
0.75,1190291198,202,5,408,2,1,1.0
0.75,1190291580,382,5,408,3,2,1.8
0.75,1190292187,607,5,408,4,3,2.44
0.75,1190293035,848,5,408,5,4,2.952
0.75,1190294164,1129,5,408,6,5,3.3616
0.75,1190296266,2102,5,408,7,6,3.68928
0.75,1190297654,1388,5,408,8,7,3.951424
0.75,1190291195,194,5,409,2,1,1.0
0.75,1190291564,369,5,409,3,2,1.8
0.75,1190292165,601,5,409,4,3,2.44
0.75,1190292952,787,5,409,5,4,2.952
0.75,1190294077,1125,5,409,6,5,3.3616
0.75,1190295893,1816,5,409,7,6,3.68928
0.75,1190297692,1799,5,409,8,7,3.951424
0.75,1190291227,210,5,410,2,1,1.0
0.75,1190291601,374,5,410,3,2,1.8
0.75,1190292209,608,5,410,4,3,2.44
0.75,1190293072,863,5,410,5,4,2.952
0.75,1190294199,1127,5,410,6,5,3.3616
0.75,1190296361,2162,5,410,7,6,3.68928
0.75,1190297826,1465,5,410,8,7,3.951424
0.75,1190291249,195,5,411,2,1,1.0
0.75,1190291631,382,5,411,3,2,1.8
0.75,1190292225,594,5,411,4,3,2.44
0.75,1190293087,862,5,411,5,4,2.952
0.25,1190294221,1134,5,411,6,5,3.3616
0.75,1190294291,70,5,411,7,5,2.68928
0.25,1190296415,2124,5,411,8,6,3.151424
0.75,1190296442,27,5,411,9,6,2.5211392
0.75,1190291280,199,5,412,2,1,1.0
0.75,1190291687,407,5,412,3,2,1.8
0.75,1190292306,619,5,412,4,3,2.44
0.75,1190293228,922,5,412,5,4,2.952
0.75,1190294394,1166,5,412,6,5,3.3616
0.75,1190296570,2176,5,412,7,6,3.68928
0.75,1190297800,1230,5,412,8,7,3.951424
0.75,1190291288,201,5,413,2,1,1.0
0.75,1190291700,412,5,413,3,2,1.8
0.75,1190292324,624,5,413,4,3,2.44
0.75,1190293266,942,5,413,5,4,2.952
0.75,1190294415,1149,5,413,6,5,3.3616
0.75,1190296581,2166,5,413,7,6,3.68928
0.75,1190292174,703,5,414,2,2,1.8
0.75,1190293268,1094,5,414,3,3,2.44
0.75,1190294960,1692,5,414,4,4,2.952
0.75,1190297490,2530,5,414,5,5,3.3616
0.75,1190291331,182,5,415,2,1,1.0
0.75,1190291724,393,5,415,3,2,1.8
0.75,1190292311,587,5,415,4,3,2.44
0.75,1190293214,903,5,415,5,4,2.952
0.75,1190294387,1173,5,415,6,5,3.3616
0.25,1190296289,1902,5,415,7,6,3.68928
0.75,1190296394,105,5,415,8,6,2.951424
0.25,1190297855,1461,5,415,9,7,3.3611392
0.75,1190291359,178,5,416,2,1,1.0
0.75,1190291734,375,5,416,3,2,1.8
0.75,1190292315,581,5,416,4,3,2.44
0.75,1190293204,889,5,416,5,4,2.952
0.75,1190294332,1128,5,416,6,5,3.3616
0.75,1190296438,2106,5,416,7,6,3.68928
0.25,1190291451,181,5,417,2,1,1.0
0.75,1190291469,18,5,417,3,1,0.8
0.75,1190291879,410,5,417,4,2,1.64
0.75,1190292499,620,5,417,5,3,2.312
0.75,1190293315,816,5,417,6,4,2.8496
0.75,1190294500,1185,5,417,7,5,3.27968
0.75,1190296587,2087,5,417,8,6,3.623744
0.75,1190291744,186,5,418,2,1,1.0
0.75,1190292101,357,5,418,3,2,1.8
0.75,1190292662,561,5,418,4,3,2.44
0.75,1190293458,796,5,418,5,4,2.952
0.75,1190294819,1361,5,418,6,5,3.3616
0.75,1190296383,1564,5,418,7,6,3.68928
0.75,1190297624,1241,5,418,8,7,3.951424
0.75,1190291846,178,5,419,2,1,1.0
0.75,1190292211,365,5,419,3,2,1.8
0.75,1190292761,550,5,419,4,3,2.44
0.75,1190293606,845,5,419,5,4,2.952
0.75,1190294942,1336,5,419,6,5,3.3616
0.75,1190296836,1894,5,419,7,6,3.68928
0.75,1190291913,174,5,420,2,1,1.0
0.75,1190292267,354,5,420,3,2,1.8
0.75,1190292817,550,5,420,4,3,2.44
0.75,1190293562,745,5,420,5,4,2.952
0.75,1190294841,1279,5,420,6,5,3.3616
0.75,1190296662,1821,5,420,7,6,3.68928
0.75,1190292643,581,5,421,2,2,1.8
0.75,1190293607,964,5,421,3,3,2.44
0.75,1190295337,1730,5,421,4,4,2.952
0.75,1190297564,2227,5,421,5,5,3.3616
0.25,1190291996,213,5,422,2,1,1.0
0.75,1190292016,20,5,422,3,1,0.8
0.75,1190292442,426,5,422,4,2,1.64
0.75,1190293048,606,5,422,5,3,2.312
0.75,1190293970,922,5,422,6,4,2.8496
0.75,1190295377,1407,5,422,7,5,3.27968
0.75,1190297365,1988,5,422,8,6,3.623744
0.75,1190291988,202,5,423,2,1,1.0
0.75,1190292387,399,5,423,3,2,1.8
0.75,1190292955,568,5,423,4,3,2.44
0.75,1190293817,862,5,423,5,4,2.952
0.75,1190295189,1372,5,423,6,5,3.3616
0.75,1190297251,2062,5,423,7,6,3.68928
0.75,1190292039,228,5,424,2,1,1.0
0.75,1190292471,432,5,424,3,2,1.8
0.75,1190293120,649,5,424,4,3,2.44
0.75,1190294023,903,5,424,5,4,2.952
0.75,1190295522,1499,5,424,6,5,3.3616
0.75,1190297457,1935,5,424,7,6,3.68928
0.75,1190292006,191,5,425,2,1,1.0
0.75,1190292431,425,5,425,3,2,1.8
0.75,1190293033,602,5,425,4,3,2.44
0.75,1190293877,844,5,425,5,4,2.952
0.75,1190295123,1246,5,425,6,5,3.3616
0.75,1190297184,2061,5,425,7,6,3.68928
0.75,1190292025,200,5,426,2,1,1.0
0.75,1190292452,427,5,426,3,2,1.8
0.75,1190293045,593,5,426,4,3,2.44
0.75,1190293945,900,5,426,5,4,2.952
0.75,1190295345,1400,5,426,6,5,3.3616
0.75,1190297329,1984,5,426,7,6,3.68928
0.75,1190292031,201,5,427,2,1,1.0
0.75,1190292462,431,5,427,3,2,1.8
0.75,1190293063,601,5,427,4,3,2.44
0.75,1190293961,898,5,427,5,4,2.952
0.75,1190295141,1180,5,427,6,5,3.3616
0.75,1190297206,2065,5,427,7,6,3.68928
0.75,1190292020,185,5,428,2,1,1.0
0.75,1190292403,383,5,428,3,2,1.8
0.75,1190292973,570,5,428,4,3,2.44
0.25,1190293839,866,5,428,5,4,2.952
0.75,1190293856,17,5,428,6,4,2.3616
0.75,1190295216,1360,5,428,7,5,2.88928
0.75,1190297234,2018,5,428,8,6,3.311424
0.75,1190292743,550,5,429,2,2,1.8
0.75,1190293718,975,5,429,3,3,2.44
0.75,1190295411,1693,5,429,4,4,2.952
0.75,1190297591,2180,5,429,5,5,3.3616
0.75,1190292763,559,5,430,2,2,1.8
0.75,1190293732,969,5,430,3,3,2.44
0.75,1190295514,1782,5,430,4,4,2.952
0.75,1190297631,2117,5,430,5,5,3.3616
0.75,1190292084,178,5,431,2,1,1.0
0.75,1190292474,390,5,431,3,2,1.8
0.75,1190293066,592,5,431,4,3,2.44
0.75,1190293941,875,5,431,5,4,2.952
0.75,1190295326,1385,5,431,6,5,3.3616
0.75,1190297302,1976,5,431,7,6,3.68928
0.75,1190291942,20,5,432,2,0,0.0
0.75,1190292152,210,5,432,3,1,1.0
0.75,1190292591,439,5,432,4,2,1.8
0.75,1190293054,463,5,432,5,3,2.44
0.75,1190293902,848,5,432,6,4,2.952
0.75,1190295305,1403,5,432,7,5,3.3616
0.75,1190297280,1975,5,432,8,6,3.68928
0.25,1190292120,183,5,433,2,1,1.0
0.75,1190292132,12,5,433,3,1,0.8
0.75,1190292526,394,5,433,4,2,1.64
0.25,1190293139,613,5,433,5,3,2.312
0.75,1190293182,43,5,433,6,3,1.8496
0.75,1190294046,864,5,433,7,4,2.47968
0.75,1190295067,1021,5,433,8,5,2.983744
0.75,1190296801,1734,5,433,9,6,3.3869952
0.75,1190292184,171,5,434,2,1,1.0
0.75,1190292573,389,5,434,3,2,1.8
0.25,1190293173,600,5,434,4,3,2.44
0.25,1190293192,19,5,434,5,3,1.952
0.75,1190293218,26,5,434,6,3,1.5616
0.25,1190294065,847,5,434,7,4,2.24928
0.75,1190294094,29,5,434,8,4,1.799424
0.75,1190295511,1417,5,434,9,5,2.4395392
0.75,1190297417,1906,5,434,10,6,2.95163136
0.75,1190292318,194,5,435,2,1,1.0
0.75,1190292676,358,5,435,3,2,1.8
0.75,1190293294,618,5,435,4,3,2.44
0.75,1190294166,872,5,435,5,4,2.952
0.75,1190295557,1391,5,435,6,5,3.3616
0.75,1190297440,1883,5,435,7,6,3.68928
0.75,1190292343,199,5,436,2,1,1.0
0.75,1190292728,385,5,436,3,2,1.8
0.75,1190293188,460,5,436,4,3,2.44
0.75,1190293985,797,5,436,5,4,2.952
0.75,1190295309,1324,5,436,6,5,3.3616
0.75,1190297241,1932,5,436,7,6,3.68928
0.75,1190292439,170,5,437,2,1,1.0
0.75,1190292745,306,5,437,3,2,1.8
0.75,1190293297,552,5,437,4,3,2.44
0.75,1190294105,808,5,437,5,4,2.952
0.75,1190295385,1280,5,437,6,5,3.3616
0.75,1190297283,1898,5,437,7,6,3.68928
0.75,1190292436,164,5,438,2,1,1.0
0.75,1190292740,304,5,438,3,2,1.8
0.75,1190293291,551,5,438,4,3,2.44
0.75,1190294103,812,5,438,5,4,2.952
0.75,1190295362,1259,5,438,6,5,3.3616
0.75,1190297254,1892,5,438,7,6,3.68928
0.75,1190292552,175,5,439,2,1,1.0
0.75,1190292920,368,5,439,3,2,1.8
0.75,1190293482,562,5,439,4,3,2.44
0.75,1190294339,857,5,439,5,4,2.952
0.75,1190295724,1385,5,439,6,5,3.3616
0.75,1190297498,1774,5,439,7,6,3.68928
0.75,1190292556,172,5,440,2,1,1.0
0.75,1190292905,349,5,440,3,2,1.8
0.75,1190293472,567,5,440,4,3,2.44
0.75,1190294315,843,5,440,5,4,2.952
0.75,1190295655,1340,5,440,6,5,3.3616
0.75,1190297429,1774,5,440,7,6,3.68928
0.75,1190292564,173,5,441,2,1,1.0
0.75,1190292923,359,5,441,3,2,1.8
0.75,1190293476,553,5,441,4,3,2.44
0.75,1190294324,848,5,441,5,4,2.952
0.75,1190295676,1352,5,441,6,5,3.3616
0.75,1190297461,1785,5,441,7,6,3.68928
0.75,1190292618,185,5,442,2,1,1.0
0.75,1190292966,348,5,442,3,2,1.8
0.75,1190293564,598,5,442,4,3,2.44
0.75,1190294418,854,5,442,5,4,2.952
0.75,1190295881,1463,5,442,6,5,3.3616
0.75,1190297562,1681,5,442,7,6,3.68928
0.75,1190292669,137,5,443,2,1,1.0
0.75,1190292988,319,5,443,3,2,1.8
0.75,1190293521,533,5,443,4,3,2.44
0.75,1190294363,842,5,443,5,4,2.952
0.75,1190295626,1263,5,443,6,5,3.3616
0.75,1190297420,1794,5,443,7,6,3.68928
0.75,1190292689,145,5,444,2,1,1.0
0.75,1190293021,332,5,444,3,2,1.8
0.25,1190293586,565,5,444,4,3,2.44
0.75,1190293597,11,5,444,5,3,1.952
0.75,1190294407,810,5,444,6,4,2.5616
0.75,1190295743,1336,5,444,7,5,3.04928
0.75,1190297487,1744,5,444,8,6,3.439424
0.75,1190292692,132,5,445,2,1,1.0
0.75,1190293014,322,5,445,3,2,1.8
0.75,1190293558,544,5,445,4,3,2.44
0.75,1190294366,808,5,445,5,4,2.952
0.75,1190295634,1268,5,445,6,5,3.3616
0.75,1190297423,1789,5,445,7,6,3.68928
0.75,1190292780,145,5,446,2,1,1.0
0.75,1190293117,337,5,446,3,2,1.8
0.75,1190293676,559,5,446,4,3,2.44
0.75,1190294485,809,5,446,5,4,2.952
0.75,1190295826,1341,5,446,6,5,3.3616
0.75,1190297437,1611,5,446,7,6,3.68928
0.75,1190292773,127,5,447,2,1,1.0
0.75,1190293079,306,5,447,3,2,1.8
0.75,1190293592,513,5,447,4,3,2.44
0.75,1190294374,782,5,447,5,4,2.952
0.75,1190295589,1215,5,447,6,5,3.3616
0.75,1190297348,1759,5,447,7,6,3.68928
0.75,1190292896,158,5,448,2,1,1.0
0.75,1190293260,364,5,448,3,2,1.8
0.75,1190293715,455,5,448,4,3,2.44
0.75,1190294489,774,5,448,5,4,2.952
0.75,1190295762,1273,5,448,6,5,3.3616
0.75,1190297469,1707,5,448,7,6,3.68928
0.75,1190292909,150,5,449,2,1,1.0
0.75,1190293239,330,5,449,3,2,1.8
0.75,1190293788,549,5,449,4,3,2.44
0.75,1190294770,982,5,449,5,4,2.952
0.75,1190296229,1459,5,449,6,5,3.3616
