,user,item,time_elapsed,outcome,schedulers,introduced,durations,timestamps
0,12.0,720.0,0,1,3.0,1497924156,15.5,1497924655
0,12.0,720.0,450,0,3.0,1497924156,7,1497925105
0,13.0,721.0,0,1,2.0,1497922435,5.5,1497922435
0,13.0,721.0,246,0,2.0,1497922435,5,1497922681
0,13.0,721.0,54,1,2.0,1497922435,14.5,1497922735
0,13.0,721.0,189,0,2.0,1497922435,8,1497922924
0,13.0,721.0,37,0,2.0,1497922435,5,1497922961
0,13.0,721.0,34,1,2.0,1497922435,6.5,1497922995
0,13.0,721.0,180,0,2.0,1497922435,13,1497923175
0,13.0,721.0,41,1,2.0,1497922435,10.5,1497923216
0,13.0,722.0,,,2.0,,,
0,13.0,723.0,,,2.0,,,
0,13.0,724.0,0,1,2.0,1497922493,4.5,1497922493
0,13.0,724.0,277,0,2.0,1497922493,6,1497922770
0,13.0,724.0,44,1,2.0,1497922493,10.5,1497922814
0,13.0,724.0,173,0,2.0,1497922493,6,1497922987
0,13.0,724.0,41,0,2.0,1497922493,12,1497923028
0,13.0,724.0,38,1,2.0,1497922493,8.5,1497923066
0,13.0,724.0,182,0,2.0,1497922493,5,1497923248
0,13.0,724.0,45,1,2.0,1497922493,5.5,1497923293
0,13.0,725.0,,,2.0,,,
0,13.0,726.0,,,2.0,,,
0,13.0,727.0,0,1,2.0,1497922385,3.5,1497922385
0,13.0,727.0,167,0,2.0,1497922385,6,1497922552
0,13.0,727.0,44,1,2.0,1497922385,6.5,1497922596
0,13.0,727.0,195,0,2.0,1497922385,10,1497922791
0,13.0,727.0,36,1,2.0,1497922385,8.5,1497922827
0,13.0,727.0,179,1,2.0,1497922385,6.5,1497923006
0,13.0,727.0,427,0,2.0,1497922385,8,1497923433
0,13.0,728.0,0,1,2.0,1497922422,4.5,1497922422
0,13.0,728.0,232,0,2.0,1497922422,15,1497922654
0,13.0,728.0,43,1,2.0,1497922422,5.5,1497922697
0,13.0,728.0,178,0,2.0,1497922422,9,1497922875
0,13.0,728.0,33,0,2.0,1497922422,5,1497922908
0,13.0,728.0,32,1,2.0,1497922422,3.5,1497922940
0,13.0,728.0,168,1,2.0,1497922422,7.5,1497923108
0,13.0,729.0,0,1,2.0,1497922469,5.5,1497922469
0,13.0,729.0,279,1,2.0,1497922469,6.5,1497922748
0,13.0,729.0,325,1,2.0,1497922469,6.5,1497923073
0,13.0,730.0,0,1,2.0,1497922456,3.5,1497922456
0,13.0,730.0,253,1,2.0,1497922456,11.5,1497922709
0,13.0,730.0,337,0,2.0,1497922456,14,1497923046
0,13.0,730.0,54,1,2.0,1497922456,8.5,1497923100
0,13.0,731.0,,,2.0,,,
0,13.0,732.0,0,1,2.0,1497922363,6.5,1497922363
0,13.0,732.0,168,1,2.0,1497922363,6.5,1497922531
0,13.0,732.0,352,1,2.0,1497922363,7.5,1497922883
0,13.0,733.0,0,1,2.0,1497922510,2.5,1497922510
0,13.0,733.0,267,0,2.0,1497922510,4,1497922777
0,13.0,733.0,41,1,2.0,1497922510,3.5,1497922818
0,13.0,733.0,180,1,2.0,1497922510,2.5,1497922998
0,13.0,733.0,388,1,2.0,1497922510,3.5,1497923386
0,13.0,734.0,0,1,2.0,1497922349,8.5,1497922349
0,13.0,734.0,175,0,2.0,1497922349,11,1497922524
0,13.0,734.0,46,0,2.0,1497922349,15,1497922570
0,13.0,734.0,40,1,2.0,1497922349,13.5,1497922610
0,13.0,734.0,193,0,2.0,1497922349,9,1497922803
0,13.0,734.0,30,1,2.0,1497922349,4.5,1497922833
0,13.0,734.0,180,1,2.0,1497922349,5.5,1497923013
0,13.0,735.0,0,1,2.0,1497923126,4.5,1497923126
0,13.0,735.0,190,0,2.0,1497923126,15,1497923316
0,13.0,735.0,48,0,2.0,1497923126,15,1497923364
0,13.0,735.0,43,1,2.0,1497923126,9.5,1497923407
0,13.0,736.0,,,2.0,,,
0,13.0,737.0,0,1,2.0,1497922953,4.5,1497922953
0,13.0,737.0,161,1,2.0,1497922953,4.5,1497923114
0,13.0,738.0,0,1,2.0,1497922445,2.5,1497922445
0,13.0,738.0,246,0,2.0,1497922445,7,1497922691
0,13.0,738.0,49,1,2.0,1497922445,4.5,1497922740
0,13.0,738.0,195,0,2.0,1497922445,7,1497922935
0,13.0,738.0,30,1,2.0,1497922445,2.5,1497922965
0,13.0,738.0,166,1,2.0,1497922445,3.5,1497923131
0,13.0,739.0,0,1,2.0,1497922481,4.5,1497922481
0,13.0,739.0,279,1,2.0,1497922481,10.5,1497922760
0,13.0,739.0,319,1,2.0,1497922481,5.5,1497923079
0,13.0,740.0,,,2.0,,,
0,13.0,741.0,0,1,2.0,1497922374,3.5,1497922374
0,13.0,741.0,168,1,2.0,1497922374,10.5,1497922542
0,13.0,741.0,351,1,2.0,1497922374,8.5,1497922893
0,13.0,742.0,0,1,2.0,1497922410,4.5,1497922410
0,13.0,742.0,216,0,2.0,1497922410,13,1497922626
0,13.0,742.0,47,0,2.0,1497922410,16,1497922673
0,13.0,742.0,46,1,2.0,1497922410,8.5,1497922719
0,13.0,742.0,180,1,2.0,1497922410,4.5,1497922899
0,13.0,742.0,364,0,2.0,1497922410,12,1497923263
0,13.0,742.0,70,0,2.0,1497922410,7,1497923333
0,13.0,742.0,38,1,2.0,1497922410,6.5,1497923371
0,13.0,743.0,0,1,2.0,1497923204,2.5,1497923204
0,13.0,743.0,217,0,2.0,1497923204,5,1497923421
0,13.0,744.0,0,1,2.0,1497923091,4.5,1497923091
0,13.0,744.0,196,0,2.0,1497923091,15,1497923287
0,13.0,744.0,35,1,2.0,1497923091,5.5,1497923322
0,13.0,745.0,0,1,2.0,1497922978,5.5,1497922978
0,13.0,745.0,181,0,2.0,1497922978,13,1497923159
0,13.0,745.0,35,1,2.0,1497922978,5.5,1497923194
0,13.0,745.0,203,1,2.0,1497922978,9.5,1497923397
0,13.0,746.0,0,1,2.0,1497922398,5.5,1497922398
0,13.0,746.0,191,0,2.0,1497922398,15,1497922589
0,13.0,746.0,47,1,2.0,1497922398,8.5,1497922636
0,13.0,746.0,210,1,2.0,1497922398,11.5,1497922846
0,13.0,746.0,342,0,2.0,1497922398,9,1497923188
0,13.0,746.0,51,1,2.0,1497922398,7.5,1497923239
0,13.0,747.0,0,1,2.0,1497923143,4.5,1497923143
0,13.0,747.0,203,0,2.0,1497923143,9,1497923346
0,13.0,747.0,36,0,2.0,1497923143,8,1497923382
0,13.0,747.0,30,1,2.0,1497923143,3.5,1497923412
0,13.0,748.0,,,2.0,,,
0,13.0,749.0,0,1,2.0,1497922332,7.5,1497922332
0,13.0,749.0,168,1,2.0,1497922332,6.5,1497922500
0,13.0,749.0,362,0,2.0,1497922332,13,1497922862
0,13.0,749.0,51,1,2.0,1497922332,4.5,1497922913
0,13.0,749.0,385,1,2.0,1497922332,4.5,1497923298
0,13.0,750.0,0,1,2.0,1497923057,3.5,1497923057
0,13.0,750.0,173,0,2.0,1497923057,10,1497923230
0,13.0,750.0,39,1,2.0,1497923057,5.5,1497923269
0,13.0,751.0,0,1,3.0,1497923478,6.5,1497923478
0,13.0,751.0,361,0,3.0,1497923478,8,1497923839
0,13.0,751.0,420,0,3.0,1497923478,9,1497924259
0,13.0,751.0,412,0,3.0,1497923478,15,1497924671
0,13.0,752.0,0,1,3.0,1497923488,2.5,1497923488
0,13.0,752.0,359,0,3.0,1497923488,5,1497923847
0,13.0,752.0,423,0,3.0,1497923488,8,1497924270
0,13.0,752.0,407,1,3.0,1497923488,5.5,1497924677
0,13.0,753.0,0,1,3.0,1497923500,4.5,1497923500
0,13.0,753.0,353,0,3.0,1497923500,2,1497923853
0,13.0,753.0,422,1,3.0,1497923500,4.5,1497924275
0,13.0,753.0,413,1,3.0,1497923500,10.5,1497924688
0,13.0,754.0,0,1,3.0,1497923511,3.5,1497923511
0,13.0,754.0,348,0,3.0,1497923511,3,1497923859
0,13.0,754.0,425,0,3.0,1497923511,5,1497924284
0,13.0,754.0,418,0,3.0,1497923511,10,1497924702
0,13.0,755.0,0,1,3.0,1497923522,4.5,1497923522
0,13.0,755.0,356,0,3.0,1497923522,15,1497923878
0,13.0,755.0,416,1,3.0,1497923522,9.5,1497924294
0,13.0,755.0,427,0,3.0,1497923522,15,1497924721
0,13.0,756.0,0,1,3.0,1497923533,4.5,1497923533
0,13.0,756.0,356,1,3.0,1497923533,10.5,1497923889
0,13.0,756.0,413,1,3.0,1497923533,7.5,1497924302
0,13.0,756.0,432,0,3.0,1497923533,10,1497924734
0,13.0,757.0,0,1,3.0,1497923548,7.5,1497923548
0,13.0,757.0,360,0,3.0,1497923548,15,1497923908
0,13.0,757.0,413,0,3.0,1497923548,16,1497924321
0,13.0,757.0,423,1,3.0,1497923548,8.5,1497924744
0,13.0,758.0,0,1,3.0,1497923559,3.5,1497923559
0,13.0,758.0,367,0,3.0,1497923559,15,1497923926
0,13.0,758.0,410,0,3.0,1497923559,12,1497924336
0,13.0,758.0,415,1,3.0,1497923559,5.5,1497924751
0,13.0,759.0,0,1,3.0,1497923571,4.5,1497923571
0,13.0,759.0,373,0,3.0,1497923571,15,1497923944
0,13.0,759.0,410,0,3.0,1497923571,15,1497924354
0,13.0,759.0,403,1,3.0,1497923571,5.5,1497924757
0,13.0,760.0,0,1,3.0,1497923583,4.5,1497923583
0,13.0,760.0,379,0,3.0,1497923583,15,1497923962
0,13.0,760.0,411,0,3.0,1497923583,16,1497924373
0,13.0,760.0,397,0,3.0,1497923583,9,1497924770
0,13.0,761.0,0,1,3.0,1497923595,4.5,1497923595
0,13.0,761.0,377,0,3.0,1497923595,6,1497923972
0,13.0,761.0,417,0,3.0,1497923595,13,1497924389
0,13.0,761.0,400,0,3.0,1497923595,15,1497924789
0,13.0,762.0,0,1,3.0,1497923608,5.5,1497923608
0,13.0,762.0,382,0,3.0,1497923608,15,1497923990
0,13.0,762.0,417,0,3.0,1497923608,15,1497924407
0,13.0,762.0,397,0,3.0,1497923608,12,1497924804
0,13.0,763.0,0,1,3.0,1497923620,4.5,1497923620
0,13.0,763.0,389,0,3.0,1497923620,15,1497924009
0,13.0,763.0,417,0,3.0,1497923620,15,1497924426
0,13.0,763.0,397,0,3.0,1497923620,15,1497924823
0,13.0,764.0,0,1,3.0,1497923631,4.5,1497923631
0,13.0,764.0,396,0,3.0,1497923631,15,1497924027
0,13.0,764.0,411,0,3.0,1497923631,8,1497924438
0,13.0,764.0,403,0,3.0,1497923631,15,1497924841
0,13.0,765.0,0,1,3.0,1497923643,4.5,1497923643
0,13.0,765.0,403,0,3.0,1497923643,15,1497924046
0,13.0,765.0,410,0,3.0,1497923643,15,1497924456
0,13.0,765.0,395,1,3.0,1497923643,9.5,1497924851
0,13.0,766.0,0,1,3.0,1497923656,5.5,1497923656
0,13.0,766.0,408,0,3.0,1497923656,15,1497924064
0,13.0,766.0,400,1,3.0,1497923656,7.5,1497924464
0,13.0,767.0,0,1,3.0,1497923667,3.5,1497923667
0,13.0,767.0,412,0,3.0,1497923667,11,1497924079
0,13.0,767.0,403,0,3.0,1497923667,15,1497924482
0,13.0,768.0,0,1,3.0,1497923684,9.5,1497923684
0,13.0,768.0,407,0,3.0,1497923684,8,1497924091
0,13.0,768.0,403,0,3.0,1497923684,9,1497924494
0,13.0,769.0,0,1,3.0,1497923695,3.5,1497923695
0,13.0,769.0,406,0,3.0,1497923695,7,1497924101
0,13.0,769.0,398,1,3.0,1497923695,4.5,1497924499
0,13.0,770.0,0,1,3.0,1497923707,4.5,1497923707
0,13.0,770.0,412,0,3.0,1497923707,15,1497924119
0,13.0,770.0,394,0,3.0,1497923707,10,1497924513
0,13.0,771.0,0,0,3.0,1497923722,5,1497923722
0,13.0,771.0,416,0,3.0,1497923722,16,1497924138
0,13.0,771.0,385,0,3.0,1497923722,6,1497924523
0,13.0,772.0,0,1,3.0,1497923735,5.5,1497923735
0,13.0,772.0,421,0,3.0,1497923735,15,1497924156
0,13.0,772.0,385,0,3.0,1497923735,15,1497924541
0,13.0,773.0,0,1,3.0,1497923745,3.5,1497923745
0,13.0,773.0,429,0,3.0,1497923745,15,1497924174
0,13.0,773.0,376,0,3.0,1497923745,5,1497924550
0,13.0,774.0,0,1,3.0,1497923755,2.5,1497923755
0,13.0,774.0,435,0,3.0,1497923755,12,1497924190
0,13.0,774.0,371,0,3.0,1497923755,7,1497924561
0,13.0,775.0,0,1,3.0,1497923768,5.5,1497923768
0,13.0,775.0,432,0,3.0,1497923768,6,1497924200
0,13.0,775.0,380,0,3.0,1497923768,15,1497924580
0,13.0,776.0,0,1,3.0,1497923781,5.5,1497923781
0,13.0,776.0,427,0,3.0,1497923781,4,1497924208
0,13.0,776.0,390,0,3.0,1497923781,15,1497924598
0,13.0,777.0,0,1,3.0,1497923791,2.5,1497923791
0,13.0,777.0,428,1,3.0,1497923791,9.5,1497924219
0,13.0,777.0,393,0,3.0,1497923791,10,1497924612
0,13.0,778.0,0,1,3.0,1497923803,4.5,1497923803
0,13.0,778.0,424,1,3.0,1497923803,7.5,1497924227
0,13.0,778.0,403,0,3.0,1497923803,15,1497924630
0,13.0,779.0,0,1,3.0,1497923816,5.5,1497923816
0,13.0,779.0,423,0,3.0,1497923816,9,1497924239
0,13.0,779.0,403,1,3.0,1497923816,10.5,1497924642
0,13.0,780.0,0,1,3.0,1497923827,3.5,1497923827
0,13.0,780.0,420,0,3.0,1497923827,5,1497924247
0,13.0,780.0,405,1,3.0,1497923827,9.5,1497924652
0,14.0,781.0,0,1,2.0,1497922554,4.5,1497922554
0,14.0,781.0,205,1,2.0,1497922554,12.5,1497922759
0,14.0,781.0,329,1,2.0,1497922554,6.5,1497923088
0,14.0,782.0,0,1,2.0,1497923336,3.5,1497923336
0,14.0,783.0,0,1,2.0,1497922453,7.5,1497922453
0,14.0,783.0,181,0,2.0,1497922453,10,1497922634
0,14.0,783.0,35,1,2.0,1497922453,5.5,1497922669
0,14.0,783.0,181,1,2.0,1497922453,3.5,1497922850
0,14.0,783.0,341,1,2.0,1497922453,3.5,1497923191
0,14.0,784.0,0,1,2.0,1497922909,5.5,1497922909
0,14.0,784.0,172,1,2.0,1497922909,6.5,1497923081
0,14.0,784.0,332,1,2.0,1497922909,8.5,1497923413
0,14.0,785.0,0,1,2.0,1497922494,4.5,1497922494
0,14.0,785.0,180,1,2.0,1497922494,4.5,1497922674
0,14.0,785.0,336,1,2.0,1497922494,5.5,1497923010
0,14.0,786.0,0,1,2.0,1497922591,5.5,1497922591
0,14.0,786.0,219,0,2.0,1497922591,14,1497922810
0,14.0,786.0,36,1,2.0,1497922591,4.5,1497922846
0,14.0,786.0,173,0,2.0,1497922591,6,1497923019
0,14.0,786.0,36,1,2.0,1497922591,3.5,1497923055
0,14.0,786.0,176,1,2.0,1497922591,3.5,1497923231
0,14.0,787.0,0,1,2.0,1497923443,3.5,1497923443
0,14.0,788.0,,,2.0,,,
0,14.0,789.0,0,1,2.0,1497922941,7.5,1497922941
0,14.0,789.0,188,0,2.0,1497922941,15,1497923129
0,14.0,789.0,33,1,2.0,1497922941,5.5,1497923162
0,14.0,789.0,163,1,2.0,1497922941,5.5,1497923325
0,14.0,790.0,0,1,2.0,1497922464,3.5,1497922464
0,14.0,790.0,188,0,2.0,1497922464,15,1497922652
0,14.0,790.0,38,0,2.0,1497922464,13,1497922690
0,14.0,790.0,37,1,2.0,1497922464,7.5,1497922727
0,14.0,790.0,168,0,2.0,1497922464,9,1497922895
0,14.0,790.0,31,1,2.0,1497922464,2.5,1497922926
0,14.0,790.0,185,1,2.0,1497922464,4.5,1497923111
0,14.0,790.0,322,1,2.0,1497922464,4.5,1497923433
0,14.0,791.0,0,1,2.0,1497922922,6.5,1497922922
0,14.0,791.0,178,0,2.0,1497922922,8,1497923100
0,14.0,791.0,40,0,2.0,1497922922,7,1497923140
0,14.0,791.0,38,1,2.0,1497922922,6.5,1497923178
0,14.0,791.0,177,0,2.0,1497922922,15,1497923355
0,14.0,791.0,34,1,2.0,1497922922,4.5,1497923389
0,14.0,792.0,0,1,2.0,1497923383,4.5,1497923383
0,14.0,793.0,0,1,2.0,1497923247,2.5,1497923247
0,14.0,793.0,172,1,2.0,1497923247,5.5,1497923419
0,14.0,794.0,0,1,2.0,1497922510,8.5,1497922510
0,14.0,794.0,199,1,2.0,1497922510,8.5,1497922709
0,14.0,794.0,330,1,2.0,1497922510,4.5,1497923039
0,14.0,795.0,0,1,2.0,1497922977,4.5,1497922977
0,14.0,795.0,194,1,2.0,1497922977,8.5,1497923171
0,14.0,796.0,0,1,2.0,1497922543,12.5,1497922543
0,14.0,796.0,202,0,2.0,1497922543,15,1497922745
0,14.0,796.0,39,1,2.0,1497922543,7.5,1497922784
0,14.0,796.0,169,0,2.0,1497922543,9,1497922953
0,14.0,796.0,43,0,2.0,1497922543,15,1497922996
0,14.0,796.0,27,1,2.0,1497922543,3.5,1497923023
0,14.0,796.0,173,1,2.0,1497922543,4.5,1497923196
0,14.0,797.0,0,1,2.0,1497923305,9.5,1497923305
0,14.0,797.0,189,0,2.0,1497923305,6,1497923494
0,14.0,798.0,0,1,2.0,1497923074,2.5,1497923074
0,14.0,798.0,162,1,2.0,1497923074,3.5,1497923236
0,14.0,799.0,0,1,2.0,1497922578,5.5,1497922578
0,14.0,799.0,214,1,2.0,1497922578,6.5,1497922792
0,14.0,799.0,363,1,2.0,1497922578,4.5,1497923155
0,14.0,800.0,0,0,2.0,1497923264,7,1497923264
0,14.0,800.0,25,1,2.0,1497923264,4.5,1497923289
0,14.0,800.0,181,0,2.0,1497923264,12,1497923470
0,14.0,800.0,28,1,2.0,1497923264,3.5,1497923498
0,14.0,801.0,0,1,2.0,1497923319,6.5,1497923319
0,14.0,802.0,0,1,2.0,1497922965,4.5,1497922965
0,14.0,802.0,184,0,2.0,1497922965,6,1497923149
0,14.0,802.0,37,0,2.0,1497922965,4,1497923186
0,14.0,802.0,40,1,2.0,1497922965,4.5,1497923226
0,14.0,802.0,168,1,2.0,1497922965,3.5,1497923394
0,14.0,803.0,0,0,2.0,1497923371,8,1497923371
0,14.0,803.0,27,1,2.0,1497923371,3.5,1497923398
0,14.0,804.0,0,1,2.0,1497922523,5.5,1497922523
0,14.0,804.0,195,1,2.0,1497922523,8.5,1497922718
0,14.0,804.0,332,0,2.0,1497922523,8,1497923050
0,14.0,804.0,56,1,2.0,1497922523,5.5,1497923106
0,14.0,804.0,321,0,2.0,1497922523,5,1497923427
0,14.0,804.0,50,1,2.0,1497922523,5.5,1497923477
0,14.0,805.0,0,1,2.0,1497922620,5.5,1497922620
0,14.0,805.0,220,0,2.0,1497922620,9,1497922840
0,14.0,805.0,42,1,2.0,1497922620,6.5,1497922882
0,14.0,805.0,182,1,2.0,1497922620,8.5,1497923064
0,14.0,805.0,340,1,2.0,1497922620,5.5,1497923404
0,14.0,806.0,0,1,2.0,1497922482,10.5,1497922482
0,14.0,806.0,181,0,2.0,1497922482,7,1497922663
0,14.0,806.0,36,1,2.0,1497922482,5.5,1497922699
0,14.0,806.0,174,1,2.0,1497922482,14.5,1497922873
0,14.0,806.0,347,0,2.0,1497922482,14,1497923220
0,14.0,806.0,51,1,2.0,1497922482,6.5,1497923271
0,14.0,807.0,,,2.0,,,
0,14.0,808.0,0,1,2.0,1497923284,5.5,1497923284
0,14.0,808.0,171,0,2.0,1497923284,8,1497923455
0,14.0,808.0,29,1,2.0,1497923284,5.5,1497923484
0,14.0,809.0,0,1,2.0,1497922608,9.5,1497922608
0,14.0,809.0,220,0,2.0,1497922608,9,1497922828
0,14.0,809.0,28,1,2.0,1497922608,4.5,1497922856
0,14.0,809.0,173,1,2.0,1497922608,4.5,1497923029
0,14.0,809.0,331,1,2.0,1497922608,4.5,1497923360
0,14.0,810.0,0,1,2.0,1497922565,3.5,1497922565
0,14.0,810.0,211,0,2.0,1497922565,14,1497922776
0,14.0,810.0,40,1,2.0,1497922565,5.5,1497922816
0,14.0,810.0,188,0,2.0,1497922565,5,1497923004
0,14.0,810.0,29,1,2.0,1497922565,3.5,1497923033
0,14.0,810.0,169,1,2.0,1497922565,5.5,1497923202
0,14.0,811.0,0,1,3.0,1497923538,7.5,1497923538
0,14.0,811.0,376,0,3.0,1497923538,8,1497923914
0,14.0,811.0,348,1,3.0,1497923538,14.5,1497924262
0,14.0,811.0,83,0,3.0,1497923538,6,1497924345
0,14.0,811.0,304,1,3.0,1497923538,6.5,1497924649
0,14.0,812.0,0,0,3.0,1497923551,3,1497923551
0,14.0,812.0,381,0,3.0,1497923551,15,1497923932
0,14.0,812.0,337,1,3.0,1497923551,6.5,1497924269
0,14.0,812.0,90,0,3.0,1497923551,11,1497924359
0,14.0,812.0,302,0,3.0,1497923551,9,1497924661
0,14.0,813.0,0,1,3.0,1497923562,3.5,1497923562
0,14.0,813.0,383,0,3.0,1497923562,9,1497923945
0,14.0,813.0,330,1,3.0,1497923562,4.5,1497924275
0,14.0,813.0,89,1,3.0,1497923562,4.5,1497924364
0,14.0,813.0,308,0,3.0,1497923562,7,1497924672
0,14.0,814.0,0,1,3.0,1497923573,3.5,1497923573
0,14.0,814.0,387,0,3.0,1497923573,12,1497923960
0,14.0,814.0,324,1,3.0,1497923573,8.5,1497924284
0,14.0,814.0,89,1,3.0,1497923573,8.5,1497924373
0,14.0,814.0,313,0,3.0,1497923573,11,1497924686
0,14.0,815.0,0,1,3.0,1497923584,4.5,1497923584
0,14.0,815.0,383,0,3.0,1497923584,4,1497923967
0,14.0,815.0,323,1,3.0,1497923584,5.5,1497924290
0,14.0,815.0,88,1,3.0,1497923584,3.5,1497924378
0,14.0,815.0,313,1,3.0,1497923584,3.5,1497924691
0,14.0,816.0,0,1,3.0,1497923595,4.5,1497923595
0,14.0,816.0,384,0,3.0,1497923595,9,1497923979
0,14.0,816.0,319,1,3.0,1497923595,7.5,1497924298
0,14.0,816.0,86,1,3.0,1497923595,4.5,1497924384
0,14.0,816.0,312,1,3.0,1497923595,4.5,1497924696
0,14.0,817.0,0,1,3.0,1497923609,6.5,1497923609
0,14.0,817.0,382,0,3.0,1497923609,9,1497923991
0,14.0,817.0,405,0,3.0,1497923609,8,1497924396
0,14.0,817.0,307,0,3.0,1497923609,4,1497924703
0,14.0,818.0,0,1,3.0,1497923623,6.5,1497923623
0,14.0,818.0,376,0,3.0,1497923623,4,1497923999
0,14.0,818.0,403,1,3.0,1497923623,4.5,1497924402
0,14.0,818.0,306,1,3.0,1497923623,3.5,1497924708
0,14.0,819.0,0,1,3.0,1497923638,7.5,1497923638
0,14.0,819.0,371,1,3.0,1497923638,8.5,1497924009
0,14.0,819.0,399,1,3.0,1497923638,4.5,1497924408
0,14.0,820.0,0,1,3.0,1497923649,3.5,1497923649
0,14.0,820.0,370,0,3.0,1497923649,7,1497924019
0,14.0,820.0,407,0,3.0,1497923649,14,1497924426
0,14.0,821.0,0,1,3.0,1497923664,7.5,1497923664
0,14.0,821.0,364,1,3.0,1497923664,8.5,1497924028
0,14.0,821.0,410,0,3.0,1497923664,9,1497924438
0,14.0,822.0,0,1,3.0,1497923676,4.5,1497923676
0,14.0,822.0,365,0,3.0,1497923676,10,1497924041
0,14.0,822.0,410,0,3.0,1497923676,9,1497924451
0,14.0,823.0,0,1,3.0,1497923687,3.5,1497923687
0,14.0,823.0,366,0,3.0,1497923687,9,1497924053
0,14.0,823.0,417,0,3.0,1497923687,15,1497924470
0,14.0,824.0,0,1,3.0,1497923698,3.5,1497923698
0,14.0,824.0,374,0,3.0,1497923698,15,1497924072
0,14.0,824.0,413,0,3.0,1497923698,12,1497924485
0,14.0,825.0,0,1,3.0,1497923711,4.5,1497923711
0,14.0,825.0,370,0,3.0,1497923711,6,1497924081
0,14.0,825.0,414,0,3.0,1497923711,7,1497924495
0,14.0,826.0,0,1,3.0,1497923727,7.5,1497923727
0,14.0,826.0,362,1,3.0,1497923727,7.5,1497924089
0,14.0,826.0,412,1,3.0,1497923727,4.5,1497924501
0,14.0,827.0,0,1,3.0,1497923739,4.5,1497923739
0,14.0,827.0,368,0,3.0,1497923739,15,1497924107
0,14.0,827.0,402,1,3.0,1497923739,6.5,1497924509
0,14.0,828.0,0,0,3.0,1497923754,5,1497923754
0,14.0,828.0,372,0,3.0,1497923754,15,1497924126
0,14.0,828.0,396,1,3.0,1497923754,12.5,1497924522
0,14.0,829.0,0,1,3.0,1497923765,3.5,1497923765
0,14.0,829.0,371,1,3.0,1497923765,9.5,1497924136
0,14.0,829.0,391,1,3.0,1497923765,3.5,1497924527
0,14.0,830.0,0,0,3.0,1497923780,4,1497923780
0,14.0,830.0,367,0,3.0,1497923780,8,1497924147
0,14.0,830.0,393,0,3.0,1497923780,9,1497924540
0,14.0,831.0,0,1,3.0,1497923793,5.5,1497923793
0,14.0,831.0,367,0,3.0,1497923793,9,1497924160
0,14.0,831.0,390,0,3.0,1497923793,7,1497924550
0,14.0,832.0,0,1,3.0,1497923804,3.5,1497923804
0,14.0,832.0,369,0,3.0,1497923804,10,1497924173
0,14.0,832.0,388,0,3.0,1497923804,7,1497924561
0,14.0,833.0,0,0,3.0,1497923818,4,1497923818
0,14.0,833.0,363,1,3.0,1497923818,7.5,1497924181
0,14.0,833.0,390,0,3.0,1497923818,6,1497924571
0,14.0,834.0,0,1,3.0,1497923829,3.5,1497923829
0,14.0,834.0,361,1,3.0,1497923829,8.5,1497924190
0,14.0,834.0,396,0,3.0,1497923829,11,1497924586
0,14.0,835.0,0,1,3.0,1497923842,6.5,1497923842
0,14.0,835.0,360,1,3.0,1497923842,10.5,1497924202
0,14.0,835.0,402,0,3.0,1497923842,15,1497924604
0,14.0,836.0,0,1,3.0,1497923853,3.5,1497923853
0,14.0,836.0,356,1,3.0,1497923853,6.5,1497924209
0,14.0,836.0,404,0,3.0,1497923853,5,1497924613
0,14.0,837.0,0,1,3.0,1497923863,2.5,1497923863
0,14.0,837.0,353,1,3.0,1497923863,5.5,1497924216
0,14.0,837.0,403,1,3.0,1497923863,4.5,1497924619
0,14.0,838.0,0,0,3.0,1497923879,6,1497923879
0,14.0,838.0,349,1,3.0,1497923879,11.5,1497924228
0,14.0,838.0,396,1,3.0,1497923879,4.5,1497924624
0,14.0,839.0,0,1,3.0,1497923891,4.5,1497923891
0,14.0,839.0,349,1,3.0,1497923891,10.5,1497924240
0,14.0,839.0,395,0,3.0,1497923891,8,1497924635
0,14.0,840.0,0,1,3.0,1497923903,4.5,1497923903
0,14.0,840.0,344,1,3.0,1497923903,6.5,1497924247
0,14.0,840.0,89,1,3.0,1497923903,29.5,1497924336
0,14.0,840.0,306,1,3.0,1497923903,6.5,1497924642
0,16.0,901.0,0,1,3.0,1497922439,4.5,1497922439
0,16.0,901.0,318,0,3.0,1497922439,15,1497922757
0,16.0,901.0,307,0,3.0,1497922439,10,1497923064
0,16.0,901.0,289,0,3.0,1497922439,15,1497923353
0,16.0,902.0,0,1,3.0,1497922449,2.5,1497922449
0,16.0,902.0,313,1,3.0,1497922449,4.5,1497922762
0,16.0,902.0,308,1,3.0,1497922449,5.5,1497923070
0,16.0,902.0,289,1,3.0,1497922449,4.5,1497923359
0,16.0,903.0,0,1,3.0,1497922460,3.5,1497922460
0,16.0,903.0,312,0,3.0,1497922460,7,1497922772
0,16.0,903.0,314,0,3.0,1497922460,13,1497923086
0,16.0,903.0,280,0,3.0,1497922460,4,1497923366
0,16.0,904.0,0,1,3.0,1497922470,3.5,1497922470
0,16.0,904.0,307,1,3.0,1497922470,3.5,1497922777
0,16.0,904.0,315,0,3.0,1497922470,2,1497923092
0,16.0,904.0,285,0,3.0,1497922470,7,1497923377
0,16.0,904.0,1,0,3.0,1497922470,8,1497923378
0,16.0,904.0,0,0,3.0,1497922470,8,1497923378
0,16.0,905.0,0,1,3.0,1497922481,3.5,1497922481
